,country,year,suicides_no,population,suicides_rate
10933,Guatemala,2005,42,867772,4.84
10934,Guatemala,2005,43,902079,4.77
10935,Guatemala,2005,61,1347811,4.53
10936,Guatemala,2005,17,398755,4.26
10937,Guatemala,2005,40,1358448,2.94
10938,Guatemala,2005,11,960871,1.14
10939,Guatemala,2005,4,1074912,0.37
10940,Guatemala,2005,6,1799665,0.33
10941,Guatemala,2005,5,1743164,0.29
10942,Guatemala,2005,1,453146,0.22
10943,Guatemala,2005,0,108647,0.0
10944,Guatemala,2006,10,94659,10.56
10945,Guatemala,2006,54,906782,5.96
10946,Guatemala,2006,55,928162,5.93
10947,Guatemala,2006,81,1382701,5.86
10948,Guatemala,2006,23,407941,5.64
10949,Guatemala,2006,30,1388465,2.16
10950,Guatemala,2006,2,114662,1.74
10951,Guatemala,2006,17,997533,1.7
10952,Guatemala,2006,14,1108838,1.26
10953,Guatemala,2006,3,466943,0.64
10954,Guatemala,2006,5,1770281,0.28
10955,Guatemala,2006,4,1830167,0.22
10956,Guatemala,2007,74,956182,7.74
10957,Guatemala,2007,69,948435,7.28
10958,Guatemala,2007,7,99526,7.03
10959,Guatemala,2007,26,419760,6.19
10960,Guatemala,2007,84,1420153,5.91
10961,Guatemala,2007,34,1420815,2.39
10962,Guatemala,2007,12,1144742,1.05
10963,Guatemala,2007,1,120646,0.83
10964,Guatemala,2007,7,1036031,0.68
10965,Guatemala,2007,3,483657,0.62
10966,Guatemala,2007,7,1797379,0.39
10967,Guatemala,2007,3,1861071,0.16
10968,Guatemala,2008,92,991424,9.28
10969,Guatemala,2008,91,986586,9.22
10970,Guatemala,2008,132,1459853,9.04
10971,Guatemala,2008,39,433507,9.0
10972,Guatemala,2008,9,104188,8.64
10973,Guatemala,2008,57,1455218,3.92
10974,Guatemala,2008,25,1182879,2.11
10975,Guatemala,2008,22,1075126,2.05
10976,Guatemala,2008,16,1823676,0.88
10977,Guatemala,2008,8,1891253,0.42
10978,Guatemala,2008,1,502605,0.2
10979,Guatemala,2008,0,126570,0.0
10980,Guatemala,2009,12,108534,11.06
10981,Guatemala,2009,109,1019866,10.69
10982,Guatemala,2009,38,448004,8.48
10983,Guatemala,2009,82,1033623,7.93
10984,Guatemala,2009,118,1500901,7.86
10985,Guatemala,2009,69,1490780,4.63
10986,Guatemala,2009,38,1112873,3.41
10987,Guatemala,2009,25,1223531,2.04
10988,Guatemala,2009,3,522645,0.57
10989,Guatemala,2009,10,1847847,0.54
10990,Guatemala,2009,7,1919024,0.36
10991,Guatemala,2009,0,132317,0.0
10992,Guatemala,2010,76,1073765,7.08
10993,Guatemala,2010,69,1056351,6.53
10994,Guatemala,2010,91,1542758,5.9
10995,Guatemala,2010,23,462550,4.97
10996,Guatemala,2010,5,112524,4.44
10997,Guatemala,2010,43,1526942,2.82
10998,Guatemala,2010,21,1148170,1.83
10999,Guatemala,2010,8,1266987,0.63
11000,Guatemala,2010,3,543090,0.55
11001,Guatemala,2010,7,1868422,0.37
11002,Guatemala,2010,6,1942723,0.31
11003,Guatemala,2010,0,137869,0.0
11004,Guatemala,2011,105,1586755,6.62
11005,Guatemala,2011,58,1115150,5.2
11006,Guatemala,2011,55,1097919,5.01
11007,Guatemala,2011,23,476741,4.82
11008,Guatemala,2011,5,117667,4.25
11009,Guatemala,2011,59,1565706,3.77
11010,Guatemala,2011,23,1184080,1.94
11011,Guatemala,2011,5,563744,0.89
11012,Guatemala,2011,1,144272,0.69
11013,Guatemala,2011,12,1886847,0.64
11014,Guatemala,2011,8,1314716,0.61
11015,Guatemala,2011,5,1963745,0.25
11016,Guatemala,2012,118,1629819,7.24
11017,Guatemala,2012,34,490894,6.93
11018,Guatemala,2012,77,1142067,6.74
11019,Guatemala,2012,8,122325,6.54
11020,Guatemala,2012,61,1153737,5.29
11021,Guatemala,2012,63,1603593,3.93
11022,Guatemala,2012,20,1216962,1.64
11023,Guatemala,2012,12,1364473,0.88
11024,Guatemala,2012,5,584720,0.86
11025,Guatemala,2012,1,150302,0.67
11026,Guatemala,2012,12,1977712,0.61
11027,Guatemala,2012,9,1898821,0.47
11028,Guatemala,2013,124,1672018,7.42
11029,Guatemala,2013,83,1189282,6.98
11030,Guatemala,2013,79,1190771,6.63
11031,Guatemala,2013,31,505337,6.13
11032,Guatemala,2013,6,126586,4.74
11033,Guatemala,2013,73,1640626,4.45
11034,Guatemala,2013,26,1248143,2.08
11035,Guatemala,2013,12,1416674,0.85
11036,Guatemala,2013,10,1904849,0.52
11037,Guatemala,2013,3,606295,0.49
11038,Guatemala,2013,8,1985171,0.4
11039,Guatemala,2013,0,156126,0.0
11040,Guatemala,2014,101,1240265,8.14
11041,Guatemala,2014,39,520628,7.49
11042,Guatemala,2014,87,1228328,7.08
11043,Guatemala,2014,116,1713439,6.77
11044,Guatemala,2014,7,130569,5.36
11045,Guatemala,2014,85,1676831,5.07
11046,Guatemala,2014,32,1279793,2.5
11047,Guatemala,2014,8,629002,1.27
11048,Guatemala,2014,18,1471960,1.22
11049,Guatemala,2014,13,1906536,0.68
11050,Guatemala,2014,6,1987907,0.3
11051,Guatemala,2014,0,161932,0.0
11052,Guatemala,2015,125,1753669,7.13
11053,Guatemala,2015,86,1267501,6.79
11054,Guatemala,2015,87,1295156,6.72
11055,Guatemala,2015,9,134357,6.7
11056,Guatemala,2015,32,537002,5.96
11057,Guatemala,2015,83,1711787,4.85
11058,Guatemala,2015,3,167861,1.79
11059,Guatemala,2015,19,1313068,1.45
11060,Guatemala,2015,20,1530419,1.31
11061,Guatemala,2015,6,653079,0.92
11062,Guatemala,2015,13,1906150,0.68
11063,Guatemala,2015,11,1988348,0.55
11064,Guyana,1988,15,60519,24.79
11065,Guyana,1988,12,58974,20.35
11066,Guyana,1988,12,84290,14.24
11067,Guyana,1988,3,24469,12.26
11068,Guyana,1988,10,87955,11.37
11069,Guyana,1988,1,25128,3.98
11070,Guyana,1988,2,62428,3.2
11071,Guyana,1988,1,57863,1.73
11072,Guyana,1988,0,91613,0.0
11073,Guyana,1988,0,5258,0.0
11074,Guyana,1988,0,91875,0.0
11075,Guyana,1988,0,4522,0.0
11076,Guyana,1989,20,61007,32.78
11077,Guyana,1989,8,24423,32.76
11078,Guyana,1989,17,60728,27.99
11079,Guyana,1989,20,82060,24.37
11080,Guyana,1989,1,4304,23.23
11081,Guyana,1989,15,86230,17.4
11082,Guyana,1989,3,25362,11.83
11083,Guyana,1989,5,63276,7.9
11084,Guyana,1989,2,60363,3.31
11085,Guyana,1989,2,90510,2.21
11086,Guyana,1989,1,90585,1.1
11087,Guyana,1989,0,5256,0.0
11088,Guyana,1990,23,61238,37.56
11089,Guyana,1990,7,24349,28.75
11090,Guyana,1990,1,4090,24.45
11091,Guyana,1990,18,79963,22.51
11092,Guyana,1990,13,62629,20.76
11093,Guyana,1990,12,84613,14.18
11094,Guyana,1990,3,25481,11.77
11095,Guyana,1990,4,63070,6.34
11096,Guyana,1990,4,63874,6.26
11097,Guyana,1990,2,89344,2.24
11098,Guyana,1990,2,89480,2.24
11099,Guyana,1990,0,5295,0.0
11100,Guyana,1991,3,4103,73.12
11101,Guyana,1991,22,63902,34.43
11102,Guyana,1991,20,61639,32.45
11103,Guyana,1991,25,78590,31.81
11104,Guyana,1991,20,83288,24.01
11105,Guyana,1991,4,24589,16.27
11106,Guyana,1991,2,25913,7.72
11107,Guyana,1991,4,64883,6.16
11108,Guyana,1991,3,64963,4.62
11109,Guyana,1991,2,88752,2.25
11110,Guyana,1991,0,88747,0.0
11111,Guyana,1991,0,5251,0.0
11112,Guyana,1992,10,24947,40.08
11113,Guyana,1992,20,65227,30.66
11114,Guyana,1992,16,61900,25.85
11115,Guyana,1992,1,4113,24.31
11116,Guyana,1992,1,5153,19.41
11117,Guyana,1992,12,77451,15.49
11118,Guyana,1992,8,82022,9.75
11119,Guyana,1992,4,65856,6.07
11120,Guyana,1992,3,66839,4.49
11121,Guyana,1992,1,26480,3.78
11122,Guyana,1992,1,88301,1.13
11123,Guyana,1992,1,88424,1.13
11124,Guyana,1993,19,61922,30.68
11125,Guyana,1993,16,66569,24.04
11126,Guyana,1993,18,76553,23.51
11127,Guyana,1993,4,25346,15.78
11128,Guyana,1993,5,66401,7.53
11129,Guyana,1993,4,80833,4.95
11130,Guyana,1993,3,68847,4.36
11131,Guyana,1993,1,27073,3.69
11132,Guyana,1993,2,87945,2.27
11133,Guyana,1993,0,5036,0.0
11134,Guyana,1993,0,88194,0.0
11135,Guyana,1993,0,4112,0.0
11136,Guyana,1994,19,61649,30.82
11137,Guyana,1994,21,75958,27.65
11138,Guyana,1994,1,4083,24.49
11139,Guyana,1994,14,67952,20.6
11140,Guyana,1994,4,25709,15.56
11141,Guyana,1994,9,79778,11.28
11142,Guyana,1994,3,27573,10.88
11143,Guyana,1994,6,66495,9.02
11144,Guyana,1994,6,70836,8.47
11145,Guyana,1994,3,87580,3.43
11146,Guyana,1994,0,4955,0.0
11147,Guyana,1994,0,88014,0.0
11148,Guyana,1995,2,4016,49.8
11149,Guyana,1995,32,69347,46.14
11150,Guyana,1995,20,61036,32.77
11151,Guyana,1995,7,25980,26.94
11152,Guyana,1995,16,75684,21.14
11153,Guyana,1995,10,78904,12.67
11154,Guyana,1995,7,72700,9.63
11155,Guyana,1995,4,66078,6.05
11156,Guyana,1995,1,27922,3.58
11157,Guyana,1995,0,87174,0.0
11158,Guyana,1995,0,4933,0.0
11159,Guyana,1995,0,87908,0.0
11160,Guyana,1996,18,61208,29.41
11161,Guyana,1996,1,4206,23.78
11162,Guyana,1996,5,25903,19.3
11163,Guyana,1996,14,74989,18.67
11164,Guyana,1996,13,70760,18.37
11165,Guyana,1996,3,27838,10.78
11166,Guyana,1996,4,77959,5.13
11167,Guyana,1996,1,66018,1.51
11168,Guyana,1996,1,73722,1.36
11169,Guyana,1996,0,85353,0.0
11170,Guyana,1996,0,5226,0.0
11171,Guyana,1996,0,85866,0.0
11172,Guyana,1997,14,61382,22.81
11173,Guyana,1997,1,5573,17.94
11174,Guyana,1997,10,72527,13.79
11175,Guyana,1997,9,73872,12.18
11176,Guyana,1997,3,25615,11.71
11177,Guyana,1997,2,65815,3.04
11178,Guyana,1997,1,84446,1.18
11179,Guyana,1997,0,76589,0.0
11180,Guyana,1997,0,74845,0.0
11181,Guyana,1997,0,27455,0.0
11182,Guyana,1997,0,85051,0.0
11183,Guyana,1997,0,4414,0.0
11184,Guyana,1998,6,25154,23.85
11185,Guyana,1998,13,74495,17.45
11186,Guyana,1998,8,61554,13.0
11187,Guyana,1998,4,72158,5.54
11188,Guyana,1998,2,84570,2.36
11189,Guyana,1998,1,74682,1.34
11190,Guyana,1998,1,76045,1.32
11191,Guyana,1998,0,65510,0.0
11192,Guyana,1998,0,26825,0.0
11193,Guyana,1998,0,5921,0.0
11194,Guyana,1998,0,85543,0.0
11195,Guyana,1998,0,4632,0.0
11196,Guyana,1999,41,61650,66.5
11197,Guyana,1999,38,76458,49.7
11198,Guyana,1999,32,69833,45.82
11199,Guyana,1999,2,4820,41.49
11200,Guyana,1999,7,24637,28.41
11201,Guyana,1999,20,72293,27.67
11202,Guyana,1999,1,6185,16.17
11203,Guyana,1999,9,65117,13.82
11204,Guyana,1999,3,26117,11.49
11205,Guyana,1999,7,77259,9.06
11206,Guyana,1999,2,85604,2.34
11207,Guyana,1999,1,87121,1.15
11208,Guyana,2001,21,24588,85.41
11209,Guyana,2001,63,80183,78.57
11210,Guyana,2001,46,60741,75.73
11211,Guyana,2001,2,5114,39.11
11212,Guyana,2001,22,65739,33.47
11213,Guyana,2001,15,67250,22.3
11214,Guyana,2001,11,63575,17.3
11215,Guyana,2001,13,80682,16.11
11216,Guyana,2001,3,25805,11.63
11217,Guyana,2001,1,88698,1.13
11218,Guyana,2001,0,6483,0.0
11219,Guyana,2001,0,91568,0.0
11220,Guyana,2002,59,81725,72.19
11221,Guyana,2002,15,25213,59.49
11222,Guyana,2002,34,59613,57.03
11223,Guyana,2002,31,64530,48.04
11224,Guyana,2002,13,65044,19.99
11225,Guyana,2002,1,5180,19.31
11226,Guyana,2002,9,62180,14.47
11227,Guyana,2002,2,26413,7.57
11228,Guyana,2002,6,82679,7.26
11229,Guyana,2002,4,90156,4.44
11230,Guyana,2002,2,93598,2.14
11231,Guyana,2002,0,6508,0.0
11232,Guyana,2003,63,83011,75.89
11233,Guyana,2003,42,58196,72.17
11234,Guyana,2003,17,26025,65.32
11235,Guyana,2003,27,63808,42.31
11236,Guyana,2003,2,5167,38.71
11237,Guyana,2003,20,63364,31.56
11238,Guyana,2003,1,6451,15.5
11239,Guyana,2003,12,84488,14.2
11240,Guyana,2003,7,60458,11.58
11241,Guyana,2003,3,27246,11.01
11242,Guyana,2003,2,91355,2.19
11243,Guyana,2003,2,95136,2.1
11244,Guyana,2004,4,5077,78.79
11245,Guyana,2004,42,56522,74.31
11246,Guyana,2004,48,84137,57.05
11247,Guyana,2004,15,26937,55.69
11248,Guyana,2004,25,63853,39.15
11249,Guyana,2004,17,62536,27.18
11250,Guyana,2004,11,58410,18.83
11251,Guyana,2004,14,86168,16.25
11252,Guyana,2004,1,6343,15.77
11253,Guyana,2004,3,28195,10.64
11254,Guyana,2004,4,96017,4.17
11255,Guyana,2004,2,92113,2.17
11256,Guyana,2005,41,54600,75.09
11257,Guyana,2005,19,27890,68.12
11258,Guyana,2005,43,85091,50.53
11259,Guyana,2005,2,4913,40.71
11260,Guyana,2005,21,64802,32.41
11261,Guyana,2005,16,62748,25.5
11262,Guyana,2005,10,56021,17.85
11263,Guyana,2005,12,87677,13.69
11264,Guyana,2005,2,29185,6.85
11265,Guyana,2005,2,92359,2.17
11266,Guyana,2005,1,96224,1.04
11267,Guyana,2005,0,6199,0.0
11268,Guyana,2006,46,54309,84.7
11269,Guyana,2006,18,28901,62.28
11270,Guyana,2006,3,4938,60.75
11271,Guyana,2006,50,85783,58.29
11272,Guyana,2006,29,65453,44.31
11273,Guyana,2006,20,64182,31.16
11274,Guyana,2006,11,55372,19.87
11275,Guyana,2006,12,87754,13.67
11276,Guyana,2006,3,30405,9.87
11277,Guyana,2006,5,94486,5.29
11278,Guyana,2006,4,90602,4.41
11279,Guyana,2006,0,6223,0.0
11280,Guyana,2007,73,86507,84.39
11281,Guyana,2007,3,4901,61.21
11282,Guyana,2007,28,54095,51.76
11283,Guyana,2007,27,66115,40.84
11284,Guyana,2007,11,29855,36.84
11285,Guyana,2007,2,6214,32.19
11286,Guyana,2007,15,65585,22.87
11287,Guyana,2007,9,55201,16.3
11288,Guyana,2007,4,31718,12.61
11289,Guyana,2007,9,87596,10.27
11290,Guyana,2007,3,88555,3.39
11291,Guyana,2007,1,92446,1.08
11292,Guyana,2008,3,4848,61.88
11293,Guyana,2008,53,87299,60.71
11294,Guyana,2008,18,30779,58.48
11295,Guyana,2008,30,53990,55.57
11296,Guyana,2008,20,66792,29.94
11297,Guyana,2008,7,33157,21.11
11298,Guyana,2008,13,66821,19.45
11299,Guyana,2008,1,6197,16.14
11300,Guyana,2008,13,87224,14.9
11301,Guyana,2008,6,55523,10.81
11302,Guyana,2008,4,86356,4.63
11303,Guyana,2008,0,90267,0.0
11304,Guyana,2009,51,88163,57.85
11305,Guyana,2009,26,53875,48.26
11306,Guyana,2009,15,31720,47.29
11307,Guyana,2009,2,4834,41.37
11308,Guyana,2009,14,67457,20.75
11309,Guyana,2009,14,67774,20.66
11310,Guyana,2009,15,86706,17.3
11311,Guyana,2009,1,6229,16.05
11312,Guyana,2009,7,56144,12.47
11313,Guyana,2009,4,34707,11.53
11314,Guyana,2009,6,84273,7.12
11315,Guyana,2009,1,88273,1.13
11316,Guyana,2010,5,4885,102.35
11317,Guyana,2010,80,89147,89.74
11318,Guyana,2010,30,53501,56.07
11319,Guyana,2010,27,68249,39.56
11320,Guyana,2010,12,32734,36.66
11321,Guyana,2010,21,68563,30.63
11322,Guyana,2010,11,56716,19.39
11323,Guyana,2010,4,36294,11.02
11324,Guyana,2010,8,86183,9.28
11325,Guyana,2010,5,82511,6.06
11326,Guyana,2010,2,86692,2.31
11327,Guyana,2010,0,6350,0.0
11328,Guyana,2011,64,90085,71.04
11329,Guyana,2011,34,52146,65.2
11330,Guyana,2011,19,33737,56.32
11331,Guyana,2011,31,71216,43.53
11332,Guyana,2011,2,5121,39.05
11333,Guyana,2011,14,87351,16.03
11334,Guyana,2011,1,6656,15.02
11335,Guyana,2011,10,70472,14.19
11336,Guyana,2011,7,55527,12.61
11337,Guyana,2011,3,37229,8.06
11338,Guyana,2011,4,80748,4.95
11339,Guyana,2011,3,84995,3.53
11340,Guyana,2012,71,90968,78.05
11341,Guyana,2012,21,34933,60.12
11342,Guyana,2012,3,5373,55.83
11343,Guyana,2012,27,50601,53.36
11344,Guyana,2012,30,74548,40.24
11345,Guyana,2012,11,53923,20.4
11346,Guyana,2012,18,88544,20.33
11347,Guyana,2012,14,72713,19.25
11348,Guyana,2012,5,38249,13.07
11349,Guyana,2012,4,83404,4.8
11350,Guyana,2012,2,79129,2.53
11351,Guyana,2012,0,6971,0.0
11352,Guyana,2013,35,49177,71.17
11353,Guyana,2013,65,91779,70.82
11354,Guyana,2013,23,36325,63.32
11355,Guyana,2013,34,77905,43.64
11356,Guyana,2013,29,75001,38.67
11357,Guyana,2013,2,5578,35.86
11358,Guyana,2013,13,89706,14.49
11359,Guyana,2013,4,39408,10.15
11360,Guyana,2013,3,52213,5.75
11361,Guyana,2013,1,77645,1.29
11362,Guyana,2013,1,81898,1.22
11363,Guyana,2013,0,7232,0.0
11364,Hungary,1991,333,188235,176.91
11365,Hungary,1991,1271,1420586,89.47
11366,Hungary,1991,751,874916,85.84
11367,Hungary,1991,263,363039,72.44
11368,Hungary,1991,364,663374,54.87
11369,Hungary,1991,382,1146759,33.31
11370,Hungary,1991,341,1486414,22.94
11371,Hungary,1991,154,785554,19.6
11372,Hungary,1991,85,652494,13.03
11373,Hungary,1991,40,748660,5.34
11374,Hungary,1991,7,730241,0.96
11375,Hungary,1991,2,697494,0.29
11376,Hungary,1992,317,178482,177.61
11377,Hungary,1992,1281,1435500,89.24
11378,Hungary,1992,766,880216,87.02
11379,Hungary,1992,212,349038,60.74
11380,Hungary,1992,364,651345,55.88
11381,Hungary,1992,384,1167015,32.9
11382,Hungary,1992,202,804971,25.09
11383,Hungary,1992,346,1499718,23.07
11384,Hungary,1992,73,639938,11.41
11385,Hungary,1992,44,767574,5.73
11386,Hungary,1992,9,706161,1.27
11387,Hungary,1992,2,674998,0.3
11388,Hungary,1993,300,168944,177.57
11389,Hungary,1993,736,885398,83.13
11390,Hungary,1993,1189,1441399,82.49
11391,Hungary,1993,198,335159,59.08
11392,Hungary,1993,326,650343,50.13
11393,Hungary,1993,354,1187358,29.81
11394,Hungary,1993,320,1505289,21.26
11395,Hungary,1993,157,816038,19.24
11396,Hungary,1993,63,638434,9.87
11397,Hungary,1993,43,778205,5.53
11398,Hungary,1993,7,685836,1.02
11399,Hungary,1993,1,655499,0.15
11400,Hungary,1994,292,165660,176.26
11401,Hungary,1994,765,885885,86.35
11402,Hungary,1994,1194,1442354,82.78
11403,Hungary,1994,217,331979,65.37
11404,Hungary,1994,302,654647,46.13
11405,Hungary,1994,272,1197788,22.71
11406,Hungary,1994,310,1507467,20.56
11407,Hungary,1994,167,821912,20.32
11408,Hungary,1994,57,641114,8.89
11409,Hungary,1994,41,783898,5.23
11410,Hungary,1994,7,668761,1.05
11411,Hungary,1994,1,639352,0.16
11412,Hungary,1995,282,169919,165.96
11413,Hungary,1995,1114,1439373,77.39
11414,Hungary,1995,668,882335,75.71
11415,Hungary,1995,202,342301,59.01
11416,Hungary,1995,244,661031,36.91
11417,Hungary,1995,320,1197086,26.73
11418,Hungary,1995,159,823833,19.3
11419,Hungary,1995,284,1506265,18.85
11420,Hungary,1995,55,645436,8.52
11421,Hungary,1995,30,786111,3.82
11422,Hungary,1995,8,655969,1.22
11423,Hungary,1995,0,627589,0.0
11424,Hungary,1996,254,176106,144.23
11425,Hungary,1996,718,878781,81.7
11426,Hungary,1996,1146,1434514,79.89
11427,Hungary,1996,224,355446,63.02
11428,Hungary,1996,253,668423,37.85
11429,Hungary,1996,332,1193895,27.81
11430,Hungary,1996,281,1502683,18.7
11431,Hungary,1996,147,823037,17.86
11432,Hungary,1996,49,651327,7.52
11433,Hungary,1996,29,785423,3.69
11434,Hungary,1996,2,647562,0.31
11435,Hungary,1996,1,620053,0.16
11436,Hungary,1997,296,182808,161.92
11437,Hungary,1997,657,876617,74.95
11438,Hungary,1997,1039,1425819,72.87
11439,Hungary,1997,199,369640,53.84
11440,Hungary,1997,255,679841,37.51
11441,Hungary,1997,303,1191288,25.43
11442,Hungary,1997,249,1494699,16.66
11443,Hungary,1997,131,818909,16.0
11444,Hungary,1997,40,661074,6.05
11445,Hungary,1997,32,781186,4.1
11446,Hungary,1997,5,641303,0.78
11447,Hungary,1997,2,614597,0.33
11448,Hungary,1998,238,189405,125.66
11449,Hungary,1998,1185,1414258,83.79
11450,Hungary,1998,620,876420,70.74
11451,Hungary,1998,185,384001,48.18
11452,Hungary,1998,275,693639,39.65
11453,Hungary,1998,241,1190456,20.24
11454,Hungary,1998,268,1484346,18.06
11455,Hungary,1998,145,810229,17.9
11456,Hungary,1998,54,673296,8.02
11457,Hungary,1998,29,772891,3.75
11458,Hungary,1998,5,635890,0.79
11459,Hungary,1998,0,609542,0.0
11460,Hungary,1999,302,185652,162.67
11461,Hungary,1999,1138,1384204,82.21
11462,Hungary,1999,662,847199,78.14
11463,Hungary,1999,184,378946,48.56
11464,Hungary,1999,285,714686,39.88
11465,Hungary,1999,267,1155762,23.1
11466,Hungary,1999,150,786244,19.08
11467,Hungary,1999,246,1445083,17.02
11468,Hungary,1999,51,687362,7.42
11469,Hungary,1999,29,751430,3.86
11470,Hungary,1999,11,622165,1.77
11471,Hungary,1999,1,594331,0.17
11472,Hungary,2000,272,188686,144.15
11473,Hungary,2000,1090,1373290,79.37
11474,Hungary,2000,659,845819,77.91
11475,Hungary,2000,199,387228,51.39
11476,Hungary,2000,302,747288,40.41
11477,Hungary,2000,272,1153021,23.59
11478,Hungary,2000,256,1433302,17.86
11479,Hungary,2000,132,754097,17.5
11480,Hungary,2000,47,717781,6.55
11481,Hungary,2000,29,721347,4.02
11482,Hungary,2000,8,616642,1.3
11483,Hungary,2000,3,588533,0.51
11484,Hungary,2001,276,205366,134.39
11485,Hungary,2001,1038,1388219,74.77
11486,Hungary,2001,579,879449,65.84
11487,Hungary,2001,157,419870,37.39
11488,Hungary,2001,254,767594,33.09
11489,Hungary,2001,228,1190022,19.16
11490,Hungary,2001,132,745448,17.71
11491,Hungary,2001,241,1459506,16.51
11492,Hungary,2001,38,742972,5.11
11493,Hungary,2001,31,713068,4.35
11494,Hungary,2001,3,610320,0.49
11495,Hungary,2001,1,582764,0.17
11496,Hungary,2002,254,209732,121.11
11497,Hungary,2002,997,1382754,72.1
11498,Hungary,2002,582,881937,65.99
11499,Hungary,2002,149,430724,34.59
11500,Hungary,2002,232,787190,29.47
11501,Hungary,2002,248,1453102,17.07
11502,Hungary,2002,123,722619,17.02
11503,Hungary,2002,181,1190173,15.21
11504,Hungary,2002,41,761375,5.38
11505,Hungary,2002,25,692093,3.61
11506,Hungary,2002,4,598250,0.67
11507,Hungary,2002,3,570215,0.53
11508,Hungary,2003,236,213793,110.39
11509,Hungary,2003,645,888834,72.57
11510,Hungary,2003,939,1377798,68.15
11511,Hungary,2003,159,440470,36.1
11512,Hungary,2003,231,799322,28.9
11513,Hungary,2003,214,1196595,17.88
11514,Hungary,2003,211,1446346,14.59
11515,Hungary,2003,101,701620,14.4
11516,Hungary,2003,33,772722,4.27
11517,Hungary,2003,23,672145,3.42
11518,Hungary,2003,8,585286,1.37
11519,Hungary,2003,0,557602,0.0
11520,Hungary,2004,262,218145,120.1
11521,Hungary,2004,933,1374752,67.87
11522,Hungary,2004,543,896983,60.54
11523,Hungary,2004,146,450461,32.41
11524,Hungary,2004,233,809225,28.79
11525,Hungary,2004,243,1440339,16.87
11526,Hungary,2004,198,1204796,16.43
11527,Hungary,2004,111,683254,16.25
11528,Hungary,2004,45,781012,5.76
11529,Hungary,2004,21,655267,3.2
11530,Hungary,2004,5,571353,0.88
11531,Hungary,2004,2,544457,0.37
11532,Hungary,2005,269,222774,120.75
11533,Hungary,2005,912,1370704,66.54
11534,Hungary,2005,545,906718,60.11
11535,Hungary,2005,215,816243,26.34
11536,Hungary,2005,121,460429,26.28
11537,Hungary,2005,203,1213827,16.72
11538,Hungary,2005,214,1431293,14.95
11539,Hungary,2005,80,669313,11.95
11540,Hungary,2005,38,786160,4.83
11541,Hungary,2005,17,643025,2.64
11542,Hungary,2005,5,557376,0.9
11543,Hungary,2005,0,531081,0.0
11544,Hungary,2006,204,227029,89.86
11545,Hungary,2006,825,1366901,60.36
11546,Hungary,2006,550,917547,59.94
11547,Hungary,2006,118,469796,25.12
11548,Hungary,2006,196,820042,23.9
11549,Hungary,2006,227,1421095,15.97
11550,Hungary,2006,187,1224334,15.27
11551,Hungary,2006,84,659708,12.73
11552,Hungary,2006,52,788769,6.59
11553,Hungary,2006,15,634608,2.36
11554,Hungary,2006,2,543679,0.37
11555,Hungary,2006,1,517602,0.19
11556,Hungary,2007,252,230464,109.34
11557,Hungary,2007,567,927533,61.13
11558,Hungary,2007,791,1364796,57.96
11559,Hungary,2007,132,478370,27.59
11560,Hungary,2007,190,820057,23.17
11561,Hungary,2007,199,1235077,16.11
11562,Hungary,2007,196,1412746,13.87
11563,Hungary,2007,77,652277,11.8
11564,Hungary,2007,32,787885,4.06
11565,Hungary,2007,12,627355,1.91
11566,Hungary,2007,2,531164,0.38
11567,Hungary,2007,0,505214,0.0
11568,Hungary,2008,263,233660,112.56
11569,Hungary,2008,590,940519,62.73
11570,Hungary,2008,794,1360689,58.35
11571,Hungary,2008,128,486526,26.31
11572,Hungary,2008,183,815714,22.43
11573,Hungary,2008,187,1248557,14.98
11574,Hungary,2008,193,1402042,13.77
11575,Hungary,2008,76,645909,11.77
11576,Hungary,2008,40,783195,5.11
11577,Hungary,2008,18,620679,2.9
11578,Hungary,2008,4,520680,0.77
11579,Hungary,2008,0,494614,0.0
11580,Hungary,2009,214,236367,90.54
11581,Hungary,2009,612,961155,63.67
11582,Hungary,2009,773,1356600,56.98
11583,Hungary,2009,188,802616,23.42
11584,Hungary,2009,91,493507,18.44
11585,Hungary,2009,111,641509,17.3
11586,Hungary,2009,212,1270295,16.69
11587,Hungary,2009,191,1390659,13.73
11588,Hungary,2009,42,770068,5.45
11589,Hungary,2009,19,615144,3.09
11590,Hungary,2009,4,485140,0.82
11591,Hungary,2009,3,511177,0.59
11592,Hungary,2010,242,238269,101.57
11593,Hungary,2010,671,983463,68.23
11594,Hungary,2010,760,1360114,55.88
11595,Hungary,2010,190,780872,24.33
11596,Hungary,2010,109,499021,21.84
11597,Hungary,2010,210,1293957,16.23
11598,Hungary,2010,170,1386313,12.26
11599,Hungary,2010,77,635049,12.13
11600,Hungary,2010,37,748440,4.94
11601,Hungary,2010,20,607500,3.29
11602,Hungary,2010,2,503475,0.4
11603,Hungary,2010,1,477532,0.21
11604,Hungary,2011,200,239506,83.51
11605,Hungary,2011,632,1001836,63.08
11606,Hungary,2011,751,1370341,54.8
11607,Hungary,2011,122,503846,24.21
11608,Hungary,2011,173,758588,22.81
11609,Hungary,2011,229,1312734,17.44
11610,Hungary,2011,87,623854,13.95
11611,Hungary,2011,182,1388027,13.11
11612,Hungary,2011,22,727841,3.02
11613,Hungary,2011,16,595635,2.69
11614,Hungary,2011,3,473510,0.63
11615,Hungary,2011,3,499293,0.6
11616,Hungary,2012,233,232766,100.1
